,Name,PDGANumber,Division,EventTour,TopEight,TopSixteen,TopThirtyTwo,AverageFinish,SilverSeriesStops,EliteSeriesStops,PDPTStops,NTStopsBeforeMCO
1028,Amy Lewis,61950,FPO,NT,0,0,0,49.201,0,0,0,1
1029,Courtney Cannon,70634,FPO,NT,0,0,0,70.0,0,0,0,1
1030,Danielle Keen,102024,FPO,NT,0,0,0,71.0,0,0,0,1
1031,Elyse Reveles,109383,FPO,NT,0,0,0,64.0,0,0,0,1
1032,Alyssa Weatherford,143049,FPO,NT,0,0,359,34.024,0,0,0,2
1033,Ella Hansen,144112,FPO,NT,0,0,0,44.456,0,0,0,1
1034,Danielle Kleidon,146137,FPO,NT,0,0,0,59.23,0,0,0,1
1035,Elaine King,3090,FPO,NT,0,0,103,41.864,0,0,0,1
1036,Michelle Frazer,24356,FPO,NT,0,0,77,42.467,0,0,0,1
1037,Becky Harris,33754,FPO,NT,0,0,9,49.086,0,0,0,1
1038,Lori Merriman,35616,FPO,NT,0,0,0,53.544,0,0,0,1
1039,Margaret Sassaman,54235,FPO,NT,0,0,3,52.644,0,0,0,1
1040,Cassandra Lioi,83376,FPO,NT,0,0,3,51.782,0,0,0,1
1041,Alex Benson,96030,FPO,NT,0,0,239,37.717,0,0,0,1
1042,Natalie Ryan,114560,FPO,NT,0,0,113,41.144,0,0,0,1
1043,Jessica Kinard,143720,FPO,NT,0,0,0,58.157,0,0,0,1
1044,Amber Meece,51937,FPO,NT,0,0,0,0.0,0,0,0,0
1045,Jennifer Black,61576,FPO,NT,0,0,0,0.0,0,0,0,0
1046,Jessica Oleskie,64840,FPO,NT,0,0,0,0.0,0,0,0,0
1047,Briana Ainsley,69890,FPO,NT,0,0,0,0.0,0,0,0,0
1048,Tiger Borth,78232,FPO,NT,0,0,0,0.0,0,0,0,0
1049,Jamie Spencer,86614,FPO,NT,0,0,0,0.0,0,0,0,0
1050,Christine Jennings,88568,FPO,NT,0,0,0,0.0,0,0,0,0
1051,Margaret Baudendistel,96011,FPO,NT,0,0,0,0.0,0,0,0,0
1052,Ratana Meekham,101949,FPO,NT,0,0,0,0.0,0,0,0,0
1053,Marissa Kula,110845,FPO,NT,0,0,0,0.0,0,0,0,0
1054,Emily Garner,127175,FPO,NT,0,0,0,0.0,0,0,0,0
1055,Keerti Goorah,154584,FPO,NT,0,0,0,0.0,0,0,0,0
1056,Paige Shue,33833,FPO,DGPT,0,0,0,54.622,0,2,0,0
1057,Samantha Yanssens,55347,FPO,DGPT,0,0,0,73.57,0,2,0,0
1058,Jessica Oleskie,64840,FPO,DGPT,0,0,0,52.006,1,3,0,0
1059,Jenny Munn,65131,FPO,DGPT,0,0,0,119.0,0,1,0,0
1060,Ashleh Baumann,76500,FPO,DGPT,0,0,0,41.808,0,3,0,0
1061,Tiger Borth,78232,FPO,DGPT,0,0,0,47.216,0,3,0,0
1062,Cassandra Lioi,83376,FPO,DGPT,0,0,0,96.875,0,1,0,0
1063,Ratana Meekham,101949,FPO,DGPT,0,0,0,64.548,0,3,0,0
1064,Kristin Tattar,73986,FPO,DGPT,0,0,1000,18.502,1,3,0,0
1065,Emma Partee,75785,FPO,DGPT,0,0,0,129.0,1,0,0,0
1066,Kacie Glade,76624,FPO,DGPT,0,0,0,118.0,1,0,0,0
1067,Rachel Braband,98375,FPO,DGPT,0,0,0,127.0,1,0,0,0
1068,Stacie Hass,124963,FPO,DGPT,0,0,0,65.703,1,1,0,0
1069,Erin Havok,135384,FPO,DGPT,0,0,0,122.0,1,0,0,0
1070,Ragna Bygde Lewis,8559,FPO,DGPT,0,0,0,61.115,0,1,0,0
1071,Sarah DeMar,25166,FPO,DGPT,0,0,0,81.12,0,1,0,0
1072,Jennifer Sawyer,43670,FPO,DGPT,0,0,0,88.608,0,1,0,0
1073,Amanda Melwiki,76988,FPO,DGPT,0,0,0,96.875,0,1,0,0
1074,Lindsey Messner,80935,FPO,DGPT,0,0,0,106.626,0,1,0,0
1075,Alex Benson,96030,FPO,DGPT,0,0,13,38.936,0,2,0,0
1076,Amy Lewis,61950,FPO,DGPT,0,0,0,72.57,1,1,0,0
1077,Alison Mabbutt,81569,FPO,DGPT,0,0,0,106.626,0,1,0,0
1078,Ruby Hall,88525,FPO,DGPT,0,0,0,104.353,0,1,0,0
1079,Katie Maixner,115863,FPO,DGPT,0,0,0,76.894,1,1,0,0
1080,Ashlyn Tahlier,141044,FPO,DGPT,0,0,0,92.745,0,1,0,0
1081,Kayla Singer,73777,FPO,DGPT,0,0,0,96.875,0,1,0,0
1082,Ellie Bryant,104814,FPO,DGPT,0,0,0,49.385,0,2,0,0
1083,Shelbi Dutton,107780,FPO,DGPT,0,0,0,48.332,0,2,0,0
1084,Emily Greene,115012,FPO,DGPT,0,0,0,90.719,0,1,0,0
1085,Sami Osterberg,137289,FPO,DGPT,0,0,0,100.025,0,1,0,0
1086,Lindsay Miller,139527,FPO,DGPT,0,0,0,85.255,0,1,0,0
1087,Molly Meyhoefer,146452,FPO,DGPT,0,0,0,86.503,0,1,0,0
1088,Amber Meece,51937,FPO,DGPT,0,0,0,102.108,0,1,0,0
1089,Taylor Crammer,102378,FPO,DGPT,0,0,0,82.422,0,1,0,0
1090,Natalie Ryan,114560,FPO,DGPT,0,0,0,76.386,0,1,0,0
1091,Melody Waibel,29858,FPO,DGPT,0,0,0,110.0,1,0,0,0
1092,Britney Quesenberry,57574,FPO,DGPT,0,0,0,91.745,1,0,0,0
1093,Kira Alexander,69006,FPO,DGPT,0,0,0,103.353,1,0,0,0
1094,Mandy Gunkel,73297,FPO,DGPT,0,0,0,115.0,1,0,0,0
1095,Kelsea Heaton,102201,FPO,DGPT,0,0,0,112.0,1,0,0,0
1096,Sara Taylor,116986,FPO,DGPT,0,0,0,106.626,1,0,0,0
1097,Kimberly Giannola,76910,FPO,DGPT,0,0,0,70.48,0,1,0,0
1098,Amanda Ickes,91943,FPO,DGPT,0,0,0,80.037,0,1,0,0
1099,Caitlin Kray,139271,FPO,DGPT,0,0,0,82.158,0,1,0,0
1100,Steven Rico,4666,MPO,NT,0,0,0,92.71,0,0,0,1
1101,Joshua Anthon,17946,MPO,NT,0,0,0,92.71,0,0,0,1
1102,Max Nichols,21870,MPO,NT,0,0,0,92.71,0,0,0,1
1103,Samuel Aldrich,22055,MPO,NT,0,0,0,92.71,0,0,0,1
1104,Kyle Crabtree,25596,MPO,NT,0,0,0,89.076,0,0,0,1
1105,Christopher Watson,27909,MPO,NT,0,0,0,92.71,0,0,0,1
1106,Leif Swenson,32388,MPO,NT,0,0,0,79.685,0,0,0,1
1107,Sean Brookman,33066,MPO,NT,0,0,0,92.71,0,0,0,1
1108,Jeff Faes,33661,MPO,NT,0,0,0,92.71,0,0,0,1
1109,James Proctor,34250,MPO,NT,0,0,129,34.17,0,0,0,1
1110,Paul Oman,34344,MPO,NT,0,0,0,92.71,0,0,0,1
1111,Peter McBride,34463,MPO,NT,0,0,0,92.71,0,0,0,1
1112,Dustin Keegan,35187,MPO,NT,0,0,0,79.685,0,0,0,1
1113,Scott Withers,38464,MPO,NT,0,0,0,53.773,0,0,0,1
1114,Danny Kerfeld,39209,MPO,NT,0,0,0,92.71,0,0,0,1
1115,Kenny Clark,39829,MPO,NT,0,0,0,67.376,0,0,0,1
1116,Chris Shotwell,41918,MPO,NT,0,0,0,92.71,0,0,0,1
1117,Robert Lockwood,42236,MPO,NT,0,0,0,92.71,0,0,0,1
1118,Chris Basuino,43371,MPO,NT,0,0,0,92.71,0,0,0,1
1119,Mike Sale,46910,MPO,NT,0,0,0,92.71,0,0,0,1
1120,Mike Carman,48559,MPO,NT,0,0,0,86.836,0,0,0,2
1121,Frank Martinez,56725,MPO,NT,0,0,0,92.71,0,0,0,1
1122,Jesse Kerfeld,57862,MPO,NT,0,0,0,92.71,0,0,0,1
1123,Daniel Brooks-Wells,79228,MPO,NT,0,0,9,73.585,0,0,0,2
1124,Thomas Tomaselli,80904,MPO,NT,0,0,0,92.71,0,0,0,1
1125,Brady Och,89514,MPO,NT,0,0,0,92.71,0,0,0,1
1126,Christopher Keseloff,91498,MPO,NT,0,0,0,70.458,0,0,0,1
1127,Nathan Vincent,130170,MPO,NT,0,0,0,92.71,0,0,0,1
1128,Brian Morris,16791,MPO,NT,0,0,0,91.175,0,0,0,1
1129,Kevin Gleason,19195,MPO,NT,0,0,0,85.287,0,0,0,1
1130,Michael Johansen,20300,MPO,NT,0,0,2,69.235,0,0,0,1
1131,A.J. Risley,25890,MPO,NT,0,0,0,89.504,0,0,0,1
1132,Matt Dollar,26045,MPO,NT,0,0,0,83.735,0,0,0,1
1133,Tim Reyes,27937,MPO,NT,0,0,0,91.019,0,0,0,1
1134,Konrad Pawlosky,29571,MPO,NT,0,0,0,92.045,0,0,0,1
1135,Dylan Horst,32599,MPO,NT,0,0,1,83.877,0,0,0,1
1136,Vincent Sutlic,34863,MPO,NT,0,0,0,92.429,0,0,0,1
1137,Jason Tiligadas,42135,MPO,NT,0,0,0,88.884,0,0,0,1
1138,Matthew Kashima,43528,MPO,NT,0,0,0,92.71,0,0,0,1
1139,Corey Ellis,44512,MPO,NT,0,0,3,69.939,0,0,0,1
1140,Philip Bartholomew,45441,MPO,NT,0,0,0,82.149,0,0,0,1
1141,Daniel Carlton,49182,MPO,NT,0,0,0,91.589,0,0,0,1
1142,Ryan Davie,54687,MPO,NT,0,0,0,90.528,0,0,0,1
1143,Brandon Hauer,55021,MPO,NT,0,0,0,91.512,0,0,0,1
1144,Sam Shiley,56072,MPO,NT,0,0,2,80.198,0,0,0,1
1145,Cody Bradshaw,58007,MPO,NT,0,0,2,78.691,0,0,0,1
1146,Chris Villa,58197,MPO,NT,0,0,1,74.857,0,0,0,1
1147,Andrew Fish,58320,MPO,NT,0,0,19,60.918,0,0,0,1
1148,Brett Wolter,58681,MPO,NT,0,0,0,92.485,0,0,0,1
1149,Cameron Messerschmidt,58814,MPO,NT,0,0,2,72.825,0,0,0,1
1150,Zach Arlinghaus,65266,MPO,NT,0,0,0,83.377,0,0,0,1
1151,Austin Lilly,65313,MPO,NT,0,0,0,90.666,0,0,0,1
1152,Sean Howard,71049,MPO,NT,0,0,0,86.295,0,0,0,1
1153,Justin Choka,73239,MPO,NT,0,0,1,84.644,0,0,0,1
1154,Jonathan Burns,74312,MPO,NT,0,0,0,88.555,0,0,0,1
1155,Matt Hammersten,81781,MPO,NT,0,0,2,65.89,0,0,0,1
1156,Robert Veliky,82998,MPO,NT,0,0,0,91.311,0,0,0,1
1157,Will Dobrzykowski,85446,MPO,NT,0,0,0,92.131,0,0,0,1
1158,Dave Dunn,88153,MPO,NT,0,0,0,91.878,0,0,0,1
1159,Brian O'Neill,89114,MPO,NT,0,0,0,91.81,0,0,0,1
1160,Logan Jackson,95533,MPO,NT,0,0,0,90.58,0,0,0,1
1161,Trey Gleim,100011,MPO,NT,0,0,2,78.564,0,0,0,1
1162,Taylor Rafaleowski,111099,MPO,NT,0,0,0,83.346,0,0,0,1
1163,Torrin Clapper,115286,MPO,NT,0,0,0,92.71,0,0,0,1
1164,Elias White,139080,MPO,NT,0,0,0,92.688,0,0,0,1
1165,Lars Jaeger,8439,MPO,NT,0,0,0,0.0,0,0,0,0
1166,Justin Bunnell,20827,MPO,NT,0,0,0,0.0,0,0,0,0
1167,Andrew Lamont,22512,MPO,NT,0,0,0,0.0,0,0,0,0
1168,Trevor Dehmlow,26698,MPO,NT,0,0,0,0.0,0,0,0,0
1169,Kevin Rarick,27063,MPO,NT,0,0,0,0.0,0,0,0,0
1170,Will Schusterick,29064,MPO,NT,0,0,0,0.0,0,0,0,0
1171,James Cole,29690,MPO,NT,0,0,0,0.0,0,0,0,0
1172,Calvin Pettigrew,31818,MPO,NT,0,0,0,0.0,0,0,0,0
1173,Walton Satcher,32277,MPO,NT,0,0,0,0.0,0,0,0,0
1174,Owen Hileman,32715,MPO,NT,0,0,0,0.0,0,0,0,0
1175,Khris Leviner,36110,MPO,NT,0,0,0,0.0,0,0,0,0
1176,Jason Sosnowski,39562,MPO,NT,0,0,0,0.0,0,0,0,0
1177,Luke Hambleton,43206,MPO,NT,0,0,0,0.0,0,0,0,0
1178,Danny Parkins,45823,MPO,NT,0,0,0,0.0,0,0,0,0
1179,D.J. Wix,46515,MPO,NT,0,0,0,0.0,0,0,0,0
1180,Nate Reiner,55277,MPO,NT,0,0,0,0.0,0,0,0,0
1181,Thunder Schultz,56016,MPO,NT,0,0,0,0.0,0,0,0,0
1182,Clint Burner,58157,MPO,NT,0,0,0,0.0,0,0,0,0
1183,Harper Thompson,60259,MPO,NT,0,0,0,0.0,0,0,0,0
1184,Cole Wehrheim,60399,MPO,NT,0,0,0,0.0,0,0,0,0
1185,Chris Sutherland,61067,MPO,NT,0,0,0,0.0,0,0,0,0
1186,Casey Lee,63411,MPO,NT,0,0,0,0.0,0,0,0,0
1187,Zac Coisman,64328,MPO,NT,0,0,0,0.0,0,0,0,0
1188,Garrett Glass,65471,MPO,NT,0,0,0,0.0,0,0,0,0
1189,Jonathan Fletcher,65940,MPO,NT,0,0,0,0.0,0,0,0,0
1190,Ryan Kenney,67283,MPO,NT,0,0,0,0.0,0,0,0,0
1191,Matthew Splain,68281,MPO,NT,0,0,0,0.0,0,0,0,0
1192,Bartosz Kowalewski,68737,MPO,NT,0,0,0,0.0,0,0,0,0
1193,Jamie Kiep,68815,MPO,NT,0,0,0,0.0,0,0,0,0
1194,Blake Thomas,68979,MPO,NT,0,0,0,0.0,0,0,0,0
1195,Matt Clark,70605,MPO,NT,0,0,0,0.0,0,0,0,0
1196,Ben Brown,70922,MPO,NT,0,0,0,0.0,0,0,0,0
1197,Benjamin Page,74914,MPO,NT,0,0,0,0.0,0,0,0,0
1198,David Rogers,76075,MPO,NT,0,0,0,0.0,0,0,0,0
1199,Austin Housewright,77181,MPO,NT,0,0,0,0.0,0,0,0,0
1200,Noah Osborne,77277,MPO,NT,0,0,0,0.0,0,0,0,0
1201,Silas Schultz,79047,MPO,NT,0,0,0,0.0,0,0,0,0
1202,Brett Mierzejewski Stetson,79063,MPO,NT,0,0,0,0.0,0,0,0,0
1203,Todd Reagan,80635,MPO,NT,0,0,0,0.0,0,0,0,0
1204,Brandon Oleskie,84911,MPO,NT,0,0,0,0.0,0,0,0,0
1205,Chloe Browning,85663,MPO,NT,0,0,0,0.0,0,0,0,0
1206,Jared Forlines,86902,MPO,NT,0,0,0,0.0,0,0,0,0
1207,Breydon Christopher,86994,MPO,NT,0,0,0,0.0,0,0,0,0
1208,Brandon Brown,87673,MPO,NT,0,0,0,0.0,0,0,0,0
1209,Kevin McGregor,88843,MPO,NT,0,0,0,0.0,0,0,0,0
1210,Evan Scott,89394,MPO,NT,0,0,0,0.0,0,0,0,0
1211,Adam Stanton,90872,MPO,NT,0,0,0,0.0,0,0,0,0
1212,Clay Edwards,91397,MPO,NT,0,0,0,0.0,0,0,0,0
1213,Brandon Bosworth,93625,MPO,NT,0,0,0,0.0,0,0,0,0
1214,Jonathan Peek,98650,MPO,NT,0,0,0,0.0,0,0,0,0
1215,Jake Monn,98722,MPO,NT,0,0,0,0.0,0,0,0,0
1216,Jon Lynn,99462,MPO,NT,0,0,0,0.0,0,0,0,0
1217,James Brown,99718,MPO,NT,0,0,0,0.0,0,0,0,0
1218,Hunter Bennett,100526,MPO,NT,0,0,0,0.0,0,0,0,0
1219,Rick Huber,100542,MPO,NT,0,0,0,0.0,0,0,0,0
1220,Benjamin Stemen,100815,MPO,NT,0,0,0,0.0,0,0,0,0
1221,Blake Waldron,100981,MPO,NT,0,0,0,0.0,0,0,0,0
1222,Colby Childress,101578,MPO,NT,0,0,0,0.0,0,0,0,0
1223,Nicholas Barnett,105457,MPO,NT,0,0,0,0.0,0,0,0,0
1224,Michael Hammock,106864,MPO,NT,0,0,0,0.0,0,0,0,0
1225,Luke Sabulsky,109175,MPO,NT,0,0,0,0.0,0,0,0,0
1226,Stephen Curry,109496,MPO,NT,0,0,0,0.0,0,0,0,0
1227,Jackson Hester,114687,MPO,NT,0,0,0,0.0,0,0,0,0
1228,Matthew Brown,115831,MPO,NT,0,0,0,0.0,0,0,0,0
1229,Arek Robinson,116050,MPO,NT,0,0,0,0.0,0,0,0,0
1230,Samuel Wegleitner,120359,MPO,NT,0,0,0,0.0,0,0,0,0
1231,E. Lucas Pierce,123319,MPO,NT,0,0,0,0.0,0,0,0,0
1232,Matthew Thompson,125969,MPO,NT,0,0,0,0.0,0,0,0,0
1233,Jared Henderson,126148,MPO,NT,0,0,0,0.0,0,0,0,0
1234,Andrew LaVoie,127483,MPO,NT,0,0,0,0.0,0,0,0,0
1235,Richard Crawford,135808,MPO,NT,0,0,0,0.0,0,0,0,0
1236,Isaac Frazier,141012,MPO,NT,0,0,0,0.0,0,0,0,0
1237,Jarnail Bajwa,142586,MPO,NT,0,0,0,0.0,0,0,0,0
1238,Kamil Skwarek,144011,MPO,NT,0,0,0,0.0,0,0,0,0
1239,Gabriel Hernández,148785,MPO,NT,0,0,0,0.0,0,0,0,0
1240,Ron Turner,9030,MPO,DGPT,0,0,0,307.468,0,1,0,0
1241,Joshua Anthon,17946,MPO,DGPT,0,0,0,307.468,0,1,0,0
1242,Matt Dollar,26045,MPO,DGPT,0,0,0,221.098,0,2,0,0
1243,Willie Prince,31550,MPO,DGPT,0,0,0,142.648,1,2,0,0
1244,Dylan Horst,32599,MPO,DGPT,0,0,0,307.468,0,1,0,0
1245,Nicholas Gill,33838,MPO,DGPT,0,0,0,135.745,1,1,0,0
1246,Christopher Meyer,34453,MPO,DGPT,0,0,0,550.0,1,1,0,0
1247,Derek Sahr,39552,MPO,DGPT,0,0,0,221.098,0,2,0,0
1248,Touchella Ly,41439,MPO,DGPT,0,0,0,750.0,0,1,0,0
1249,Jared Johnson,41980,MPO,DGPT,0,0,0,307.468,0,1,0,0
1250,Corey Ellis,44512,MPO,DGPT,0,0,1,57.748,0,3,0,0
1251,Philip Bartholomew,45441,MPO,DGPT,0,0,0,180.386,0,3,0,0
1252,Alex Nimtz,46127,MPO,DGPT,0,0,0,307.468,0,1,0,0
1253,Zak Kemmer,47139,MPO,DGPT,0,0,0,307.468,0,1,0,0
1254,Nick Schultz,47589,MPO,DGPT,0,0,0,307.468,0,1,0,0
1255,George Beno,49225,MPO,DGPT,0,0,0,193.341,0,3,0,0
1256,Isaac Robinson,50670,MPO,DGPT,0,0,0,83.655,0,1,0,0
1257,Kyle Moriarty,50920,MPO,DGPT,0,0,0,221.098,0,2,0,0
1258,Thomas Earhart,54106,MPO,DGPT,0,0,0,156.777,1,2,0,0
1259,Colin Wise,54793,MPO,DGPT,0,0,0,221.098,0,2,0,0
1260,Andrew Fish,58320,MPO,DGPT,0,0,0,97.718,0,2,0,0
1261,Harper Thompson,60259,MPO,DGPT,0,0,0,111.305,0,4,0,0
1262,Edward Ward,62387,MPO,DGPT,0,0,0,125.232,0,1,0,0
1263,John Pallister,62644,MPO,DGPT,0,0,0,270.439,1,1,0,0
1264,Henry Manahan,62886,MPO,DGPT,0,0,0,181.695,0,3,0,0
1265,Garrett Glass,65471,MPO,DGPT,0,0,0,750.0,0,1,0,0
1266,Jonathan Fletcher,65940,MPO,DGPT,0,0,0,307.468,0,1,0,0
1267,Clayton Lawson,69229,MPO,DGPT,0,0,0,307.468,0,1,0,0
1268,Jesse Peterson,70585,MPO,DGPT,0,0,0,184.158,1,2,0,0
1269,William Freed,72824,MPO,DGPT,0,0,0,194.794,1,4,0,0
1270,Benjamin Page,74914,MPO,DGPT,0,0,0,307.468,0,1,0,0
1271,Alex Tews,75745,MPO,DGPT,0,0,0,307.468,0,1,0,0
1272,Danny Beauchamp,76153,MPO,DGPT,0,0,0,96.627,1,2,0,0
1273,Nicholas Brown,79724,MPO,DGPT,0,0,0,750.0,0,1,0,0
1274,Drew Cantrell,80089,MPO,DGPT,0,0,0,307.468,0,1,0,0
1275,Gavin Babcock,80331,MPO,DGPT,0,0,0,94.403,1,6,0,0
1276,Matt Hammersten,81781,MPO,DGPT,0,0,0,136.187,0,2,0,0
1277,Adam McPherson,83046,MPO,DGPT,0,0,0,307.468,0,1,0,0
1278,Brandon Oleskie,84911,MPO,DGPT,0,0,0,217.076,1,2,0,0
1279,Kyle Opfer,87871,MPO,DGPT,0,0,0,121.584,1,2,0,0
1280,Mario Short,88491,MPO,DGPT,0,0,0,307.468,0,1,0,0
1281,Jacob Roley,88840,MPO,DGPT,0,0,0,750.0,0,1,0,0
1282,Patrick Nemmer,90545,MPO,DGPT,0,0,0,550.0,1,1,0,0
1283,Jarod O'Brien,92426,MPO,DGPT,0,0,0,307.468,0,1,0,0
1284,Kao Xiong,96899,MPO,DGPT,0,0,0,307.468,0,1,0,0
1285,Justin Rosak,98161,MPO,DGPT,0,0,0,162.814,0,1,0,0
1286,Garett Everson,98164,MPO,DGPT,0,0,0,91.732,0,2,0,0
1287,Frank Smith,99092,MPO,DGPT,0,0,0,307.468,0,1,0,0
1288,Trey Gleim,100011,MPO,DGPT,0,0,0,162.814,0,1,0,0
1289,Logan Harpool,101319,MPO,DGPT,0,0,0,71.852,0,5,0,0
1290,Micah Noble,101997,MPO,DGPT,0,0,0,307.468,0,1,0,0
1291,Reid Kemp,103074,MPO,DGPT,0,0,0,307.468,0,2,0,0
1292,Collin Thompson,107074,MPO,DGPT,0,0,0,217.076,1,2,0,0
1293,Taylor Rafaleowski,111099,MPO,DGPT,0,0,0,307.468,0,1,0,0
1294,Benjamin Fulford,114761,MPO,DGPT,0,0,0,307.468,0,1,0,0
1295,Spencer Ellingson,120588,MPO,DGPT,0,0,0,536.0,0,1,0,0
1296,Eric Shomo,121414,MPO,DGPT,0,0,0,221.098,0,2,0,0
1297,Mason Hults,121920,MPO,DGPT,0,0,0,307.468,0,1,0,0
1298,Eli Swansen,128050,MPO,DGPT,0,0,0,307.468,0,2,0,0
1299,Matthew Alexander,138103,MPO,DGPT,0,0,0,750.0,0,1,0,0
1300,Nathaniel Spencer,168806,MPO,DGPT,0,0,0,221.098,0,2,0,0
1301,Eric Bassett,26199,MPO,DGPT,0,0,0,550.0,1,0,0,0
1302,Matt Travis,29292,MPO,DGPT,0,0,0,550.0,1,0,0,0
1303,James Bates,31509,MPO,DGPT,0,0,0,550.0,1,0,0,0
1304,Luke Hanewall,35364,MPO,DGPT,0,0,0,270.439,1,0,0,0
1305,Mike Fierke,36765,MPO,DGPT,0,0,0,550.0,1,0,0,0
1306,Sam Smigiel,37009,MPO,DGPT,0,0,0,270.439,1,1,0,0
1307,Ben Carrescia,37483,MPO,DGPT,0,0,0,550.0,1,0,0,0
1308,Andrew Hennebry,39838,MPO,DGPT,0,0,0,550.0,1,0,0,0
1309,Eric Ford,40673,MPO,DGPT,0,0,0,550.0,1,0,0,0
1310,Garrett Miller,41638,MPO,DGPT,0,0,0,270.439,1,1,0,0
1311,Patrick Haaker,42268,MPO,DGPT,0,0,0,550.0,1,0,0,0
1312,Ryan Buikema,46507,MPO,DGPT,0,0,0,550.0,1,0,0,0
1313,Bryan Jenkins,48186,MPO,DGPT,0,0,0,270.439,1,0,0,0
1314,Izak McDonald,49631,MPO,DGPT,0,0,0,212.044,1,0,0,0
1315,Randon Latta,51685,MPO,DGPT,0,0,0,130.571,1,1,0,0
1316,Kyle Greenfield,52544,MPO,DGPT,0,0,0,550.0,1,0,0,0
1317,Evan Gronlund,53661,MPO,DGPT,0,0,0,550.0,1,0,0,0
1318,David Garb,54050,MPO,DGPT,0,0,0,550.0,1,0,0,0
1319,Jermaine Barksdale,55870,MPO,DGPT,0,0,0,547.0,1,0,0,0
1320,Aidan Brock,59742,MPO,DGPT,0,0,0,270.439,1,1,0,0
1321,Jesse Papermaster,59819,MPO,DGPT,0,0,0,550.0,1,0,0,0
1322,Nick Robinson,60332,MPO,DGPT,0,0,0,550.0,1,0,0,0
1323,Kyle Giovannini,60367,MPO,DGPT,0,0,0,155.762,1,0,0,0
1324,Steve Rachan,60925,MPO,DGPT,0,0,0,547.0,1,0,0,0
1325,Silver Lätt,61186,MPO,DGPT,0,0,0,58.889,1,3,0,0
1326,Ryan Kenney,67283,MPO,DGPT,0,0,0,550.0,1,0,0,0
1327,Paul Russell,68579,MPO,DGPT,0,0,0,269.439,1,1,0,0
1328,Daniel Fairhurst,69417,MPO,DGPT,0,0,0,550.0,1,0,0,0
1329,Adam Marbes,78588,MPO,DGPT,0,0,0,550.0,1,0,0,0
1330,Mikey Hvizd,85038,MPO,DGPT,0,0,0,550.0,1,0,0,0
1331,David A. Klett,85544,MPO,DGPT,0,0,0,550.0,1,0,0,0
1332,Cole Mintert,87550,MPO,DGPT,0,0,0,550.0,1,0,0,0
1333,Forrest Beals,89325,MPO,DGPT,0,0,0,550.0,1,0,0,0
1334,Tad Carlson,89811,MPO,DGPT,0,0,0,536.0,1,0,0,0
1335,Ryan Rhodes,91979,MPO,DGPT,0,0,0,550.0,1,0,0,0
1336,Alberto Ochoa,93782,MPO,DGPT,0,0,0,547.0,1,0,0,0
1337,Damon Morstatter,94014,MPO,DGPT,0,0,0,550.0,1,0,0,0
1338,Caleb Algire,96023,MPO,DGPT,0,0,0,550.0,1,0,0,0
1339,Peter Madrawski,96762,MPO,DGPT,0,0,0,550.0,1,0,0,0
1340,Josh Riley,97326,MPO,DGPT,0,0,0,550.0,1,0,0,0
1341,Cole Neal,98167,MPO,DGPT,0,0,0,550.0,1,0,0,0
1342,Woody Hass,103944,MPO,DGPT,0,0,0,550.0,1,0,0,0
1343,Scott Rangel,104066,MPO,DGPT,0,0,0,550.0,1,0,0,0
1344,Samuel St. John,104171,MPO,DGPT,0,0,0,270.439,1,1,0,0
1345,Adrian Chevalier,104894,MPO,DGPT,0,0,0,182.156,1,0,0,0
1346,Jeffrey Cvikota,106808,MPO,DGPT,0,0,0,550.0,1,0,0,0
1347,Mark Jones,107056,MPO,DGPT,0,0,0,550.0,1,0,0,0
1348,Dustin Barrett,112264,MPO,DGPT,0,0,0,550.0,1,0,0,0
1349,Niko Voules,116076,MPO,DGPT,0,0,0,270.439,1,1,0,0
1350,Zac Sherman,120728,MPO,DGPT,0,0,0,550.0,1,0,0,0
1351,Bryan Walter Opitz,122475,MPO,DGPT,0,0,0,550.0,1,0,0,0
1352,Frank Buttacavoli,122502,MPO,DGPT,0,0,0,550.0,1,0,0,0
1353,Isaias Solano,123280,MPO,DGPT,0,0,0,550.0,1,0,0,0
1354,Pat Richert,126422,MPO,DGPT,0,0,0,270.439,1,1,0,0
1355,Sunny You,126438,MPO,DGPT,0,0,0,168.846,1,0,0,0
1356,Zac Pedigo,129787,MPO,DGPT,0,0,0,550.0,1,0,0,0
1357,Benjamin Wagner,135025,MPO,DGPT,0,0,0,550.0,1,0,0,0
1358,Mark Sarti,136206,MPO,DGPT,0,0,0,550.0,1,0,0,0
1359,James Fahey,145462,MPO,DGPT,0,0,0,550.0,1,0,0,0
1360,Jared Hamernick,149596,MPO,DGPT,0,0,0,550.0,1,0,0,0
1361,Geoff Hungerford,688,MPO,DGPT,0,0,0,307.468,0,1,0,0
1362,Brad Schick,7992,MPO,DGPT,0,0,0,183.788,0,2,0,0
1363,Tyler Horne,16058,MPO,DGPT,0,0,0,202.754,0,2,0,0
1364,James Mosier,17591,MPO,DGPT,0,0,0,220.545,0,2,0,0
1365,Patrick Burke,28567,MPO,DGPT,0,0,0,307.468,0,1,0,0
1366,Ryan Herzog,29024,MPO,DGPT,0,0,0,307.468,0,1,0,0
1367,Walton Satcher,32277,MPO,DGPT,0,0,0,307.468,0,1,0,0
1368,Dan Hastings,33504,MPO,DGPT,0,0,0,307.468,0,1,0,0
1369,Josh Taylor,34256,MPO,DGPT,0,0,0,307.468,0,1,0,0
